"","Reach_Name","SITE","PU_Gap_Code","Site_Type","COUNT","Event_Date","SAMPTYPE","LAB_NAME","LAB_ID","TAXONOMIST","LAB_TAXON","TAXON_NAME","LARVAE","PUPAE","ADULTS","TOTAL","X._SUB","NUM_IN_RC","IMMATURE","INDETERMINATE","CONDITION","DISTINCT","AGGREGATED","LAB_COMMENTS","KINGDOM","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","INFRACLASS","SUPERORDER","ORDER","SUBORDER","INFRAORDER","SUPERFAMILY","FAMILY","SUBFAMILY","TRIBE","SUBTRIBE","GENUS","SUBGENUS","SPECIES","SUBSPECIES","ADDITIONS","ITIS_TAXON_SN"
"624","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","839","Cricotopus bicinctus gr.",20,4,NA,24,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Cricotopus",NA,"Cricotopus bicinctus gr.",NA,NA,NA
"625","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","944","Dicrotendipes sp.",5,NA,NA,5,100,NA,"N","Y","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"sp.",NA,NA,129428
"626","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","788","Labrundinia sp.",9,NA,NA,9,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Labrundinia",NA,"sp.",NA,NA,128173
"627","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","1015","Paratanytarsus sp.",17,1,NA,18,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Paratanytarsus",NA,"sp.",NA,NA,129935
"628","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","970","Paratendipes sp.",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Paratendipes",NA,"sp.",NA,NA,129623
"629","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","973","Phaenopsectra sp.",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Phaenopsectra",NA,"sp.",NA,NA,129637
"630","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","974","Polypedilum aviceps",5,NA,NA,5,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum aviceps",NA,NA,129666
"631","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","975","Polypedilum flavum",18,NA,NA,18,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum flavum",NA,NA,NA
"632","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","3320","Polypedilum halterale gr.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum halterale gr.",NA,NA,NA
"633","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","979","Polypedilum illinoense gr.",10,NA,NA,10,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum illinoense gr.",NA,NA,NA
"634","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","799","Procladius sp.",3,NA,NA,3,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Procladiini",NA,"Procladius",NA,"sp.",NA,NA,128277
"635","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","3311","Saetheria tylus",5,NA,NA,5,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Saetheria",NA,"Saetheria tylus",NA,NA,129737
"636","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","1029","Tanytarsus sp.",30,NA,NA,30,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsus",NA,"sp.",NA,NA,129978
"637","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","918","Thienemanniella sp.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Thienemanniella",NA,"sp.",NA,NA,129182
"638","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","G. Wallace","805","Thienemannimyia gr. sp.",5,NA,NA,5,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Thienemannimyia gr.",NA,"sp.",NA,NA,NA
"639","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","2189","Anopheles sp.",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Culicidae","","",NA,"Anopheles",NA,"sp.",NA,NA,125956
"640","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","1169","Acerpenna sp.",6,NA,NA,6,100,NA,"N","N","Y","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Acerpenna",NA,"sp.",NA,NA,568546
"641","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","137","Baetis flavistriga",11,NA,NA,11,100,NA,"N","N","N","Y",2,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Baetis",NA,"Baetis flavistriga",NA,NA,100835
"642","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","138","Baetis intercalaris",4,NA,NA,4,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Baetis",NA,"Baetis intercalaris",NA,NA,100808
"643","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","1060","Progomphus sp.",1,NA,NA,1,100,NA,"N","Y","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Anisoptera","","","Gomphidae","","",NA,"Progomphus",NA,"sp.",NA,NA,101718
"644","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","544","Cheumatopsyche sp.",7,NA,NA,7,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Cheumatopsyche",NA,"sp.",NA,NA,115408
"645","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","118","Gammarus sp.",37,NA,NA,37,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Gammaridae","","",NA,"Gammarus",NA,"sp.",NA,NA,93773
"646","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","1157","Hyalella sp.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","",NA,"Hyalella",NA,"sp.",NA,NA,94025
"647","kasky1559","1559","kasky1559","random",365,"6/23/2014","Freshwater","EcoAnalysts","6940.01-19","J. Pfeiffer","125","Cambaridae",1,NA,NA,1,100,NA,"Y","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Cambaridae","","",NA,"",NA,"",NA,NA,97336
"648","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","L. Flaherty","10","Tubificidae",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Oligochaeta","","","Tubificida","","","","Tubificidae","","",NA,"",NA,"",NA,NA,68585
"649","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","93","Physa sp.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Mollusca","","Gastropoda","","","","Basommatophora","","","","Physidae","","",NA,"Physa",NA,"sp.",NA,NA,76677
"650","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","1907","Scirtidae",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Scirtidae","","",NA,"",NA,"",NA,NA,113924
"651","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","1975","Stilobezzia sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Ceratopogonidae","Ceratopogoninae","",NA,"Stilobezzia",NA,"sp.",NA,NA,127619
"652","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","768","Ablabesmyia mallochi",13,NA,NA,13,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia",NA,"Ablabesmyia mallochi",NA,NA,128097
"653","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","831","Brillia sp.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Brillia",NA,"sp.",NA,NA,128477
"654","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","930","Chironomus sp.",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Chironomus",NA,"sp.",NA,NA,129254
"655","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","1006","Cladotanytarsus sp.",54,6,NA,60,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Cladotanytarsus",NA,"sp.",NA,NA,129873
"656","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","838","Corynoneura sp.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Corynoneura",NA,"sp.",NA,NA,128563
"657","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","839","Cricotopus bicinctus gr.",4,2,NA,6,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Cricotopus",NA,"Cricotopus bicinctus gr.",NA,NA,NA
"658","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","944","Dicrotendipes sp.",2,NA,NA,2,100,NA,"N","Y","N","Y",0,"unique","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"sp.",NA,NA,129428
"659","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","940","Dicrotendipes fumidus",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes fumidus",NA,NA,129436
"660","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","3662","Dicrotendipes neomodestus",3,NA,NA,3,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes neomodestus",NA,NA,129450
"661","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","788","Labrundinia sp.",8,NA,NA,8,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Labrundinia",NA,"sp.",NA,NA,128173
"662","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","956","Microtendipes pedellus gr.",5,1,NA,6,100,NA,"N","N","N","Y",1,"partial pupa agg.","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Microtendipes",NA,"Microtendipes pedellus gr.",NA,NA,NA
"663","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","1015","Paratanytarsus sp.",26,NA,NA,26,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Paratanytarsus",NA,"sp.",NA,NA,129935
"664","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","970","Paratendipes sp.",11,2,NA,13,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Paratendipes",NA,"sp.",NA,NA,129623
"665","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","973","Phaenopsectra sp.",9,NA,NA,9,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Phaenopsectra",NA,"sp.",NA,NA,129637
"666","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","975","Polypedilum flavum",42,NA,NA,42,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum flavum",NA,NA,NA
"667","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","979","Polypedilum illinoense gr.",5,1,NA,6,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum illinoense gr.",NA,NA,NA
"668","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","983","Polypedilum scalaenum gr.",9,NA,NA,9,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum scalaenum gr.",NA,NA,NA
"669","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","799","Procladius sp.",3,NA,NA,3,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Procladiini",NA,"Procladius",NA,"sp.",NA,NA,128277
"670","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","800","Psectrotanypus sp.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Macropelopiini",NA,"Psectrotanypus",NA,"sp.",NA,NA,128048
"671","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","1017","Rheotanytarsus exiguus gr.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Rheotanytarsus",NA,"Rheotanytarsus exiguus gr.",NA,NA,NA
"672","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","3311","Saetheria tylus",22,2,NA,24,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Saetheria",NA,"Saetheria tylus",NA,NA,129737
"673","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","995","Stenochironomus sp.",NA,1,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Stenochironomus",NA,"sp.",NA,NA,129746
"674","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","996","Stictochironomus sp.",NA,1,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Stictochironomus",NA,"sp.",NA,NA,129785
"675","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","1029","Tanytarsus sp.",88,5,NA,93,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsus",NA,"sp.",NA,NA,129978
"676","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","805","Thienemannimyia gr. sp.",7,NA,NA,7,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Thienemannimyia gr.",NA,"sp.",NA,NA,NA
"677","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","G. Wallace","998","Tribelos jucundum",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Tribelos",NA,"Tribelos jucundum",NA,NA,NA
"678","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","143","Acerpenna pygmaea",8,NA,NA,8,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Acerpenna",NA,"Acerpenna pygmaea",NA,NA,206620
"679","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","137","Baetis flavistriga",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Baetis",NA,"Baetis flavistriga",NA,NA,100835
"680","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","138","Baetis intercalaris",5,NA,NA,5,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Baetis",NA,"Baetis intercalaris",NA,NA,100808
"681","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","2406","Paracloeodes minutus",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Paracloeodes",NA,"Paracloeodes minutus",NA,NA,100901
"682","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","227","Stenonema femoratum",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Heptageniidae","","",NA,"Stenonema",NA,"Stenonema femoratum",NA,NA,100516
"683","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","268","Calopterygidae",5,NA,NA,5,100,NA,"Y","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Calopterygidae","","",NA,"",NA,"",NA,NA,102043
"684","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","271","Coenagrionidae",1,NA,NA,1,100,NA,"Y","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","",NA,"",NA,"",NA,NA,102077
"685","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","1580","Macromiidae",1,NA,NA,1,100,1,"Y","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Anisoptera","","","Macromiidae","","",NA,"",NA,"",NA,NA,591727
"686","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","544","Cheumatopsyche sp.",14,NA,NA,14,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Cheumatopsyche",NA,"sp.",NA,NA,115408
"687","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","118","Gammarus sp.",20,NA,NA,20,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Gammaridae","","",NA,"Gammarus",NA,"sp.",NA,NA,93773
"688","kasky1633","1633","kasky1633","random/ISWS",385,"6/26/2014","Freshwater","EcoAnalysts","6940.01-20","J. Pfeiffer","125","Cambaridae",3,NA,NA,3,100,NA,"Y","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Cambaridae","","",NA,"",NA,"",NA,NA,97336
"689","kasky1635","1635","kasky1635","random",364,"7/17/2013","Freshwater","EcoAnalysts","6940.01-21","J. Pfeiffer","2382","Helobdella sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Hirudinida","Euhirudinea","","Rhynchobdellida","","","","Glossiphoniidae","","",NA,"Helobdella",NA,"sp.",NA,NA,69396
"690","kasky1635","1635","kasky1635","random",364,"7/17/2013","Freshwater","EcoAnalysts","6940.01-21","L. Flaherty","28","Naididae",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Oligochaeta","","","Tubificida","","","","Naididae","","",NA,"",NA,"",NA,NA,68854
"691","kasky1635","1635","kasky1635","random",364,"7/17/2013","Freshwater","EcoAnalysts","6940.01-21","L. Flaherty","10","Tubificidae",3,NA,NA,3,100,NA,"N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Oligochaeta","","","Tubificida","","","","Tubificidae","","",NA,"",NA,"",NA,NA,68585
"692","kasky1635","1635","kasky1635","random",364,"7/17/2013","Freshwater","EcoAnalysts","6940.01-21","J. Pfeiffer","93","Physa sp.",15,NA,NA,15,100,NA,"N","N","N","Y",0,"","Animalia","Mollusca","","Gastropoda","","","","Basommatophora","","","","Physidae","","",NA,"Physa",NA,"sp.",NA,NA,76677
"693","kasky1635","1635","kasky1635","random",364,"7/17/2013","Freshwater","EcoAnalysts","6940.01-21","J. Pfeiffer","1907","Scirtidae",5,NA,NA,5,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Scirtidae","","",NA,"",NA,"",NA,NA,113924
