"","EA_Dataset","PU_Gap_Code","Reach_Name","Event_Date","REP","COUNT","SAMPTYPE","LAB_NAME","LAB_ID","TAXONOMIST","LAB_TAXON","TAXON_NAME","LIFE_STAGE","ABUNDANCE","NUM_IN_RC","IMMATURE","INDETERMINATE","CONDITION","LARGE_RARE_TAXA","DISTINCT","AGGREGATED","LAB_COMMENTS","KINGDOM","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","INFRACLASS","SUPERORDER","ORDER","SUBORDER","INFRAORDER","SUPERFAMILY","FAMILY","SUBFAMILY","TRIBE","SUBTRIBE","GENUS","SUBGENUS","SPECIES","SUBSPECIES","ADDITIONS","ITIS_TAXON_SN"
"265","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","979","Polypedilum illinoense gr.","Larvae",5,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","","Polypedilum illinoense gr.",NA,NA,NA
"266","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","983","Polypedilum scalaenum gr.","Larvae",11,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","","Polypedilum scalaenum gr.",NA,NA,NA
"267","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","799","Procladius sp.","Larvae",4,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Procladiini",NA,"Procladius","","sp.",NA,NA,128277
"268","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","1017","Rheotanytarsus exiguus gr.","Larvae",4,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Rheotanytarsus","","Rheotanytarsus exiguus gr.",NA,NA,NA
"269","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","1017","Rheotanytarsus exiguus gr.","Pupae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Rheotanytarsus","","Rheotanytarsus exiguus gr.",NA,NA,NA
"270","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","1345","Saetheria sp.","Larvae",1,1,"N","N","N","N","Y",0,"#48","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Saetheria","","sp.",NA,NA,129735
"271","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","3311","Saetheria tylus","Larvae",6,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Saetheria","","Saetheria tylus",NA,NA,129737
"272","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","1029","Tanytarsus sp.","Larvae",9,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsus","","sp.",NA,NA,129978
"273","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","918","Thienemanniella sp.","Larvae",1,1,"N","N","N","N","Y",0,"#49","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Thienemanniella","","sp.",NA,NA,129182
"274","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","G. Wallace","805","Thienemannimyia gr. sp.","Larvae",6,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Thienemannimyia gr.","","sp.",NA,NA,NA
"275","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","707","Dixella sp.","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Dixidae","","",NA,"Dixella","","sp.",NA,NA,125854
"276","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","738","Simulium sp.","Larvae",6,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Simuliidae","","",NA,"Simulium","","sp.",NA,NA,126774
"277","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","147","Anafroptilum sp.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Anafroptilum","","sp.",NA,NA,100873
"278","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","153","Caenis sp.","Larvae",24,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Caenidae","","",NA,"Caenis","","sp.",NA,NA,101478
"279","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","225","Stenacron interpunctatum","Larvae",3,NA,"N","N","N","N","Y",2,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Heptageniidae","","",NA,"Stenacron","","Stenacron interpunctatum",NA,NA,100714
"280","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","227","Stenonema femoratum","Larvae",4,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Heptageniidae","","",NA,"Stenonema","","Stenonema femoratum",NA,NA,100516
"281","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","3772","Basiaeschna janata","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Anisoptera","","","Aeshnidae","","",NA,"Basiaeschna","","Basiaeschna janata",NA,NA,NA
"282","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","268","Calopterygidae","Larvae",9,NA,"Y","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Calopterygidae","","",NA,"","","",NA,NA,102043
"283","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","271","Coenagrionidae","Larvae",1,NA,"Y","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","",NA,"","","",NA,NA,102077
"284","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","544","Cheumatopsyche sp.","Larvae",22,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Cheumatopsyche","","sp.",NA,NA,115408
"285","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","640","Phryganeidae","Larvae",1,1,"Y","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Phryganeidae","","",NA,"","","",NA,NA,115867
"286","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","1157","Hyalella sp.","Larvae",105,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","",NA,"Hyalella","","sp.",NA,NA,94025
"287","1","kasky1237","kasky1237","7/11/2016",NA,323,"Freshwater","EcoAnalysts","7824.02-8","J. Pfeiffer","125","Cambaridae","Larvae",3,NA,"Y","N","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Cambaridae","","",NA,"","","",NA,NA,97336
"288","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","101","Sphaeriidae","Larvae",3,NA,"Y","N","N","N","Y",0,"","Animalia","Mollusca","","Bivalvia","Heterodonta","","","Veneroida","","","Corbiculoidea","Sphaeriidae","","",NA,"","","",NA,NA,81390
"289","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","2377","Erpobdella sp.","Larvae",6,NA,"N","N","N","N","Y",1,"1 dried out","Animalia","Annelida","","Clitellata","Hirudinida","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","","",NA,"Erpobdella","","sp.",NA,NA,69444
"290","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","L. Flaherty","9","Enchytraeidae","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Oligochaeta","","","Enchytraeida","","","","Enchytraeidae","","",NA,"","","",NA,NA,68510
"291","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","L. Flaherty","5","Lumbricina","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Oligochaeta","","","Opisthopora","Lumbricina","","","","","",NA,"","","",NA,NA,69069
"292","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","L. Flaherty","28","Naididae","Larvae",3,NA,"N","N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Oligochaeta","","","Tubificida","","","","Naididae","","",NA,"","","",NA,NA,68854
"293","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","93","Physa sp.","Larvae",10,NA,"N","N","N","N","Y",0,"","Animalia","Mollusca","","Gastropoda","Heterobranchia","","","Hygrophila","","","Lymneoidea","Physidae","","",NA,"Physa","","sp.",NA,NA,76677
"294","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","768","Ablabesmyia mallochi","Larvae",4,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia","","Ablabesmyia mallochi",NA,NA,128097
"295","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","768","Ablabesmyia mallochi","Pupae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia","","Ablabesmyia mallochi",NA,NA,128097
"296","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","839","Cricotopus bicinctus gr.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Cricotopus","Cricotopus (Cricotopus)","Cricotopus bicinctus gr.",NA,NA,NA
"297","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","851","Cricotopus trifascia gr.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Cricotopus","Cricotopus (Cricotopus)","Cricotopus trifascia gr.",NA,NA,NA
"298","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","3662","Dicrotendipes neomodestus","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes","","Dicrotendipes neomodestus",NA,NA,129450
"299","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","788","Labrundinia sp.","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Labrundinia","","sp.",NA,NA,128173
"300","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","878","Nanocladius sp.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Nanocladius","","sp.",NA,NA,128844
"301","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","964","Parachironomus sp.","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Parachironomus","","sp.",NA,NA,129564
"302","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","1015","Paratanytarsus sp.","Larvae",8,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Paratanytarsus","","sp.",NA,NA,129935
"303","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","973","Phaenopsectra sp.","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Phaenopsectra","","sp.",NA,NA,129637
"304","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","977","Polypedilum fallax gr.","Larvae",3,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","","Polypedilum fallax gr.",NA,NA,NA
"305","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","975","Polypedilum flavum","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","","Polypedilum flavum",NA,NA,NA
"306","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","979","Polypedilum illinoense gr.","Larvae",110,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","","Polypedilum illinoense gr.",NA,NA,NA
"307","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","979","Polypedilum illinoense gr.","Pupae",5,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","","Polypedilum illinoense gr.",NA,NA,NA
"308","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","3311","Saetheria tylus","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Saetheria","","Saetheria tylus",NA,NA,129737
"309","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","996","Stictochironomus sp.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Stictochironomus","","sp.",NA,NA,129785
"310","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","1029","Tanytarsus sp.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsus","","sp.",NA,NA,129978
"311","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","805","Thienemannimyia gr. sp.","Larvae",6,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Thienemannimyia gr.","","sp.",NA,NA,NA
"312","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","G. Wallace","807","Zavrelimyia sp.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Zavrelimyia","","sp.",NA,NA,128259
"313","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","738","Simulium sp.","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Simuliidae","","",NA,"Simulium","","sp.",NA,NA,126774
"314","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","138","Baetis intercalaris","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Baetis","","Baetis intercalaris",NA,NA,100808
"315","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","146","Callibaetis sp.","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Callibaetis","","sp.",NA,NA,100903
"316","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","544","Cheumatopsyche sp.","Larvae",20,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Cheumatopsyche","","sp.",NA,NA,115408
"317","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","2981","Orconectes sp.","Larvae",3,NA,"N","N","N","N","Y",2,"1 immature form 2 male","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Cambaridae","","",NA,"Orconectes","","sp.",NA,NA,97421
"318","1","kasky1272","kasky1272","6/23/2015",NA,262,"Freshwater","EcoAnalysts","7824.04-33","A. Navesky","3106","Procambarus sp.","Larvae",3,1,"N","N","N","N","Y",2,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Cambaridae","","",NA,"Procambarus","","sp.",NA,NA,97490
"319","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","K. Guild","104","Sphaerium sp.","Adults",8,NA,"N","N","N","N","Y",4,"","Animalia","Mollusca","","Bivalvia","Heterodonta","","","Veneroida","","","Corbiculoidea","Sphaeriidae","","",NA,"Sphaerium","","sp.",NA,NA,81391
"320","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","K. Guild","2377","Erpobdella sp.","Larvae",5,NA,"N","N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Hirudinida","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","","",NA,"Erpobdella","","sp.",NA,NA,69444
"321","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","L. Flaherty","5","Lumbricina","Larvae",1,1,"N","N","N","N","Y",0,"RC#2","Animalia","Annelida","","Clitellata","Oligochaeta","","","Opisthopora","Lumbricina","","","","","",NA,"","","",NA,NA,69069
"322","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","K. Guild","3483","Placobdella ornata","Larvae",1,1,"N","N","N","N","Y",0,"","Animalia","Annelida","","Clitellata","Hirudinida","Euhirudinea","","Rhynchobdellida","","","","Glossiphoniidae","","",NA,"Placobdella","","Placobdella ornata",NA,NA,69366
"323","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","K. Guild","93","Physa sp.","Adults",6,NA,"N","N","N","N","Y",0,"","Animalia","Mollusca","","Gastropoda","Heterobranchia","","","Hygrophila","","","Lymneoidea","Physidae","","",NA,"Physa","","sp.",NA,NA,76677
"324","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","768","Ablabesmyia mallochi","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia","","Ablabesmyia mallochi",NA,NA,128097
"325","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","768","Ablabesmyia mallochi","Pupae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia","","Ablabesmyia mallochi",NA,NA,128097
"326","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","934","Cryptochironomus sp.","Larvae",2,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Cryptochironomus","","sp.",NA,NA,129368
"327","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","941","Dicrotendipes lucifer","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes","","Dicrotendipes lucifer",NA,NA,129458
"328","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","3662","Dicrotendipes neomodestus","Larvae",9,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes","","Dicrotendipes neomodestus",NA,NA,129450
"329","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","3662","Dicrotendipes neomodestus","Pupae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes","","Dicrotendipes neomodestus",NA,NA,129450
"330","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","878","Nanocladius sp.","Pupae",1,1,"N","N","N","N","Y",0,"#48","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Nanocladius","","sp.",NA,NA,128844
"331","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","964","Parachironomus sp.","Larvae",4,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Parachironomus","","sp.",NA,NA,129564
"332","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","1015","Paratanytarsus sp.","Larvae",8,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Paratanytarsus","","sp.",NA,NA,129935
"333","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","1015","Paratanytarsus sp.","Pupae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Paratanytarsus","","sp.",NA,NA,129935
"334","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","970","Paratendipes sp.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Paratendipes","","sp.",NA,NA,129623
"335","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","973","Phaenopsectra sp.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Phaenopsectra","","sp.",NA,NA,129637
"336","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","977","Polypedilum fallax gr.","Larvae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","","Polypedilum fallax gr.",NA,NA,NA
"337","1","kasky1311","kasky1311","7/6/2015 ",NA,245,"Freshwater","EcoAnalysts","7824.01-8","G. Wallace","977","Polypedilum fallax gr.","Pupae",1,NA,"N","N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","","Polypedilum fallax gr.",NA,NA,NA
